,Address,City,ZIP,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
142,"Main St",NASHVILLE,37206.0,TN,36.172709,-86.7653,1,street_center,,"Main St",,,Nashville,TN,"Davidson County",37206,US,"TIGER/Line® dataset from the US Census Bureau"
143,"3050 Green Hill Dr",,,TN,35.831734,-85.795539,0.27,place,,,,,"Green Hill",TN,"Warren County",37110,US,"TIGER/Line® dataset from the US Census Bureau"
144,"711 Gallatin Ave",NASHVILLE,37206.0,TN,36.184402,-86.747768,1,rooftop,711,"Gallatin Ave",,,Nashville,TN,"Davidson County",37206,US,"City of Nashville"
145,"1775 Gallatin Pike N",MADISON,37115.0,TN,36.295743,-86.701597,1,rooftop,1775,"Gallatin Pike N",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
146,"911 Center Point Rd",,37075.0,TN,35.322292,-85.382186,0.8,place,,,,,"Center Point",TN,"Sequatchie County",37327,US,"TIGER/Line® dataset from the US Census Bureau"
147,"600 Broadway",NASHVILLE,37203.0,TN,36.15984,-86.779572,1,range_interpolation,600,Broadway,,,Nashville,TN,"Davidson County",37203,US,"TIGER/Line® dataset from the US Census Bureau"
148,"300 Bakertown Rd",ANTIOCH,37013.0,TN,36.07416,-86.689623,1,range_interpolation,300,"Bakertown Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
149,"1 Club Dr",NASHVILLE,37215.0,TN,36.05119,-86.81624,1,range_interpolation,1,"Club Dr",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
150,"7004 Charlotte Pike",NASHVILLE,37209.0,TN,36.1298,-86.904883,1,rooftop,7004,"Charlotte Pike",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
151,"347 Clofton Dr",NASHVILLE,37221.0,TN,36.063431,-86.938653,1,range_interpolation,347,"Clofton Dr",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
152,"1201 Dickerson Pike",NASHVILLE,37207.0,TN,36.192024,-86.77243,1,rooftop,1201,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
153,"5400 Charlotte Ave",,37209.0,TN,36.232191,-87.278993,0.33,place,,,,,Charlotte,TN,"Dickson County",37036,US,"TIGER/Line® dataset from the US Census Bureau"
154,,NASHVILLE,37203.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
155,"4898 Nolensville Pike",NASHVILLE,37211.0,TN,36.063357,-86.716513,1,rooftop,4898,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"City of Nashville"
156,"3308 Gallatin Pike",NASHVILLE,37216.0,TN,36.209515,-86.733696,1,rooftop,3308,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
157,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
158,"5520 Nolensville Pike",NASHVILLE,37211.0,TN,36.049428,-86.713649,1,range_interpolation,5520,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
159,"1214 Church St",NASHVILLE,37246.0,TN,36.159343,-86.790687,1,rooftop,1214,"Church St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
160,"215 Middleton St",NASHVILLE,37210.0,TN,36.156012,-86.766862,1,range_interpolation,215,"Middleton St",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
161,"1329 6th Ave N",NASHVILLE,37208.0,TN,36.177633,-86.791365,1,rooftop,1329,"6th Ave N",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
162,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
163,"3460 Dickerson Pike",NASHVILLE,37207.0,TN,36.24695,-86.761321,1,rooftop,3460,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
164,"5010 Old Hickory Blvd",HERMITAGE,37076.0,TN,36.19419,-86.615839,1,rooftop,5010,"Old Hickory Blvd",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
165,"424 Church St",NASHVILLE,37219.0,TN,36.163555,-86.780045,1,rooftop,424,"Church St",,,Nashville,TN,"Davidson County",37219,US,"City of Nashville"
166,,NASHVILLE,37216.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
167,"1037 9th Ave N",NASHVILLE,37208.0,TN,36.17276,-86.792661,1,rooftop,1037,"9th Ave N",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
168,"778 Rivergate Pkwy",GOODLETTSVILLE,37072.0,TN,36.305308,-86.702739,1,range_interpolation,778,"Rivergate Pkwy",,,Goodlettsville,TN,"Davidson County",37072,US,"TIGER/Line® dataset from the US Census Bureau"
169,"600 Charlotte Ave",NASHVILLE,37219.0,TN,36.165164,-86.783148,1,range_interpolation,600,"Charlotte Ave",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
170,"2806 Azalea Pl",NASHVILLE,37204.0,TN,36.116426,-86.767799,1,range_interpolation,2806,"Azalea Pl",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
171,"Unnamed Road",NASHVILLE,37219.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
172,"315 14th Ave N",NASHVILLE,37203.0,TN,36.159736,-86.793575,1,rooftop,315,"14th Ave N",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
173,"335 Harding Pl",NASHVILLE,37211.0,TN,36.086739,-86.693695,1,range_interpolation,335,"Harding Pl",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
174,"613 James Ave",NASHVILLE,37209.0,TN,36.159167,-86.876597,1,rooftop,613,"James Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
175,"1319 Foster Ave",NASHVILLE,37210.0,TN,36.130095,-86.74199,1,range_interpolation,1319,"Foster Ave",,,Nashville,TN,"Davidson County",37210,US,"TIGER/Line® dataset from the US Census Bureau"
176,"1325 Quail Valley Rd",NASHVILLE,37214.0,TN,36.13633,-86.637821,1,rooftop,1325,"Quail Valley Rd",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
177,"UBS Tower",NASHVILLE,37201.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
178,"1208 Dodson St","OLD HICKORY",37138.0,TN,36.257924,-86.648719,1,rooftop,1208,"Dodson St",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
179,"3171 Lebanon Pike",NASHVILLE,37214.0,TN,36.182986,-86.63803,1,rooftop,3171,"Lebanon Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
180,"6740 Sunnywood Dr",NASHVILLE,37211.0,TN,36.020588,-86.697851,1,range_interpolation,6740,"Sunnywood Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
181,"5250 Hickory Hollow Pkwy",ANTIOCH,37013.0,TN,36.048572,-86.659261,1,range_interpolation,5250,"Hickory Hollow Pkwy",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
182,"312 US-70",,,TN,35.858564,-86.349357,1,state,,,,,,TN,,,US,"US Census Bureau"
183,"6216 Robin Hill Rd",NASHVILLE,37205.0,TN,36.107006,-86.883062,1,rooftop,6216,"Robin Hill Rd",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
184,"120 Powell Dr",NASHVILLE,37204.0,TN,36.226146,-82.590849,0.7,rooftop,120,"Powell Rd",,,Limestone,TN,"Washington County",37681,US,"City of Johnson City"
185,"1710 Patterson St",NASHVILLE,37203.0,TN,36.157454,-86.79841,1,rooftop,1710,"Patterson St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
186,"1120 4th Ave N",NASHVILLE,37208.0,TN,36.175787,-86.786544,1,rooftop,1120,"4th Ave N",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
187,"3900 Hillsboro Pike",NASHVILLE,37215.0,TN,36.106046,-86.81388,1,range_interpolation,3900,"Hillsboro Pike",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
188,"3409 Gallatin Pike",NASHVILLE,37216.0,TN,36.211187,-86.73367,1,rooftop,3409,"Gallatin Pike",,,Nashville,TN,"Davidson County",37216,US,"City of Nashville"
189,"1 Terminal Dr",NASHVILLE,37214.0,TN,36.133195,-86.680836,1,rooftop,1,"Terminal Dr",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
190,"60 Lester Ave",NASHVILLE,37210.0,TN,36.142084,-86.752551,1,rooftop,60,"Lester Ave",,,Nashville,TN,"Davidson County",37210,US,"City of Nashville"
191,"5400 Charlotte Ave",NASHVILLE,37209.0,TN,36.15196,-86.854013,1,rooftop,5400,"Charlotte Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
192,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
193,"1129 Palmer Ave",MADISON,37115.0,TN,36.279567,-86.704219,1,rooftop,1129,"Palmer Ave",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
194,"308 Kern Dr",NASHVILLE,37211.0,TN,36.081809,-86.721276,1,range_interpolation,308,"Kern Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
195,"1912 16th Ave N",NASHVILLE,37208.0,TN,36.182025,-86.810597,1,rooftop,1912,"16th Ave N",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
196,"424 Humphreys St",NASHVILLE,37203.0,TN,36.14195,-86.766412,1,rooftop,424,"Humphreys St",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
197,"1503 Buchanan St",NASHVILLE,37208.0,TN,36.179704,-86.808995,1,rooftop,1503,"Buchanan St",,,Nashville,TN,"Davidson County",37208,US,"City of Nashville"
198,"White Bridge Rd",NASHVILLE,37205.0,TN,36.152035,-86.856113,1,street_center,,"White Bridge Pl",,,Nashville,TN,"Davidson County",37209,US,"TIGER/Line® dataset from the US Census Bureau"
199,"785 Bell Rd",ANTIOCH,37013.0,TN,36.050697,-86.647572,1,range_interpolation,785,"Bell Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
200,"2624 Brick Church Pike",NASHVILLE,37207.0,TN,36.217411,-86.781701,1,range_interpolation,2624,"Brick Church Pike",,,Nashville,TN,"Davidson County",37207,US,"TIGER/Line® dataset from the US Census Bureau"
201,"6535 Premier Dr",NASHVILLE,37209.0,TN,36.142977,-86.879299,1,rooftop,6535,"Premier Dr",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
202,"7087 Hwy 70 S",NASHVILLE,37221.0,TN,36.074152,-86.920135,1,rooftop,7087,"Highway 70 S",,,Nashville,TN,"Davidson County",37221,US,"City of Nashville"
203,"2037 Antioch Pike",ANTIOCH,37013.0,TN,36.069534,-86.684325,1,range_interpolation,2037,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
204,"1530 Antioch Pike",ANTIOCH,37013.0,TN,36.078611,-86.683364,1,range_interpolation,1530,"Antioch Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
205,"7017 US-70",NASHVILLE,37209.0,TN,36.129081,-86.904316,1,range_interpolation,7017,"US Hwy 70",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
206,"3810 Whites Creek Pike",NASHVILLE,37207.0,TN,36.245875,-86.826147,1,rooftop,3810,"Whites Creek Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
207,"4500 Murphy Rd",NASHVILLE,37209.0,TN,36.141218,-86.840629,1,rooftop,4500,"Murphy Rd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
208,"900 Hospital Dr",MADISON,37115.0,TN,36.254035,-86.689897,1,rooftop,900,"Hospital Dr",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
209,"115 Elmhurst Ave",NASHVILLE,37207.0,TN,36.195884,-86.773559,1,rooftop,115,"Elmhurst Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
210,"3815 Logistics Way",ANTIOCH,37013.0,TN,36.170556,-86.8825,0.33,place,,,,,Antioch,TN,"Davidson County",37011,US,"TIGER/Line® dataset from the US Census Bureau"
211,"2610 Lebanon Pike",NASHVILLE,37214.0,TN,36.17006,-86.673899,1,rooftop,2610,"Lebanon Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
212,"305 S Shore Dr",ANTIOCH,37013.0,TN,36.055358,-86.583889,1,range_interpolation,305,"S Shore Dr",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
213,"7201 Cockrill Bend Blvd",NASHVILLE,37209.0,TN,36.169948,-86.886661,1,rooftop,7201,"Cockrill Bend Blvd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
214,"313A Foxglove Dr",NASHVILLE,37211.0,TN,36.084567,-86.720515,1,range_interpolation,313,"Foxglove Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
215,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
216,"611 James Ave",NASHVILLE,37209.0,TN,36.158995,-86.876725,1,rooftop,611,"James Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
217,"1904 Old Hickory Blvd","OLD HICKORY",37138.0,TN,36.248554,-86.647265,1,rooftop,1904,"Old Hickory Blvd",,,"Old Hickory",TN,"Davidson County",37138,US,"City of Nashville"
218,"2935 Sidco Dr",NASHVILLE,37204.0,TN,36.107237,-86.755857,1,range_interpolation,2935,"Sidco Dr",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
219,"1500 Country Club Rd",,,TN,0,0,0,,,,,,,,,,,
220,"1101 Nashboro Blvd",NASHVILLE,37217.0,TN,36.088251,-86.64435,1,range_interpolation,1101,"Nashboro Blvd",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
221,"3740 Dickerson Pike",NASHVILLE,37207.0,TN,36.262912,-86.757768,1,rooftop,3740,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
222,"5023 Blue Hole Rd",ANTIOCH,37013.0,TN,36.059851,-86.672296,1,range_interpolation,5023,"Blue Hole Rd",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
223,"127 International Blvd",,37086.0,TN,0,0,0,,,,,,,,,,,
224,"601 Bakertown Rd",ANTIOCH,37013.0,TN,36.071012,-86.688637,0.8,nearest_rooftop_match,609,"Bakertown Rd",,,Antioch,TN,"Davidson County",37013,US,"City of Nashville"
225,"114 Pinnacle Dr",,37172.0,TN,36.350051,-86.939723,0.27,place,,,,,Pinnacle,TN,"Cheatham County",37080,US,"TIGER/Line® dataset from the US Census Bureau"
226,"Post Pl & White Bridge Rd",NASHVILLE,37205.0,TN,36.12798,-86.851953,0.8,intersection,,"Post Rd",,,Nashville,TN,"Davidson County",37205,US,"TIGER/Line® dataset from the US Census Bureau"
227,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
228,"830 Kirkwood Ave",NASHVILLE,37204.0,TN,36.120676,-86.779262,1,range_interpolation,830,"Kirkwood Ave",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
229,"4912 Michigan Ave",NASHVILLE,37209.0,TN,36.15902,-86.847454,1,rooftop,4912,"Michigan Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
230,"104 Westchester Ct",MADISON,37115.0,TN,36.265531,-86.744965,1,rooftop,104,"Westchester Ct",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
231,"659 Harpeth Bend Dr",NASHVILLE,37221.0,TN,36.060858,-86.933287,1,range_interpolation,659,"Harpeth Bend Dr",,,Nashville,TN,"Davidson County",37221,US,"TIGER/Line® dataset from the US Census Bureau"
232,"1043 Jefferson St",,,TN,35.89451,-85.711093,0.27,place,,,,,Jefferson,TN,"DeKalb County",37166,US,"TIGER/Line® dataset from the US Census Bureau"
233,"4701 Indiana Ave",NASHVILLE,37209.0,TN,36.155619,-86.844979,1,rooftop,4701,"Indiana Ave",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
234,"119 Elmhurst Ave",NASHVILLE,37207.0,TN,36.19623,-86.773548,1,rooftop,119,"Elmhurst Ave",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
235,"704 51st Ave N",NASHVILLE,37209.0,TN,36.155765,-86.848434,1,rooftop,704,"51st Ave N",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
236,"4617 Sloan Rd",NASHVILLE,37209.0,TN,36.137718,-86.841104,1,rooftop,4617,"Sloan Rd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
237,"401 S Mt Juliet Rd",,,TN,36.156231,-86.304922,0.33,place,,,,,"Mount Juliet",TN,"Wilson County",37121,US,"TIGER/Line® dataset from the US Census Bureau"
238,"1400 Donelson Pike",NASHVILLE,37217.0,TN,36.097631,-86.679112,1,rooftop,1400,"Donelson Pike",,,Nashville,TN,"Davidson County",37217,US,"City of Nashville"
239,"3353 Mimosa Dr",NASHVILLE,37211.0,TN,36.095766,-86.72419,1,range_interpolation,3353,"Mimosa Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
240,"97B White Bridge Rd",NASHVILLE,37205.0,TN,36.130978,-86.857217,0.79,rooftop,"97 B","White Bridge Pike",,,Nashville,TN,"Davidson County",37205,US,"City of Nashville"
241,"3820 Franklin Pike",NASHVILLE,37204.0,TN,36.106103,-86.77271,1,range_interpolation,3820,"Franklin Pike",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
242,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
243,"210 Anne Dallas Dudley Blvd",NASHVILLE,37219.0,TN,36.198582,-86.729246,0.6,street_center,,"Ann St",,,Nashville,TN,"Davidson County",37216,US,"TIGER/Line® dataset from the US Census Bureau"
244,"5520 Nolensville Pike",NASHVILLE,37211.0,TN,36.049428,-86.713649,1,range_interpolation,5520,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
245,"2807 Nolensville Pike",NASHVILLE,37211.0,TN,36.112545,-86.746259,1,range_interpolation,2807,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
246,"2611 McGavock Pk",NASHVILLE,37214.0,TN,36.217666,-86.698285,0.99,rooftop,"2611 A","McGavock Pike",,,Nashville,TN,"Davidson County",37214,US,"City of Nashville"
247,"2724 Murfreesboro Pike",ANTIOCH,37013.0,TN,36.06844,-86.632188,1,range_interpolation,2724,"Murfreesboro Pike",,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
248,"2626 Murfreesboro Pike",NASHVILLE,37217.0,TN,36.073879,-86.638,1,range_interpolation,2626,"Murfreesboro Pike",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
249,"4500 Murphy Rd",NASHVILLE,37209.0,TN,36.141218,-86.840629,1,rooftop,4500,"Murphy Rd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
250,"4011 Hillsboro Pike",NASHVILLE,37215.0,TN,36.10369,-86.815943,1,range_interpolation,4011,"Hillsboro Pike",,,Nashville,TN,"Davidson County",37215,US,"TIGER/Line® dataset from the US Census Bureau"
251,"2535 Powell Ave",NASHVILLE,37204.0,TN,36.110129,-86.766991,1,range_interpolation,2535,"Powell Ave",,,Nashville,TN,"Davidson County",37204,US,"TIGER/Line® dataset from the US Census Bureau"
252,"4601 Murphy Rd",NASHVILLE,37209.0,TN,36.139748,-86.846782,1,rooftop,4601,"Murphy Rd",,,Nashville,TN,"Davidson County",37209,US,"City of Nashville"
253,"Burger King",MADISON,37115.0,TN,36.259503,-86.706296,1,place,,,,,Madison,TN,"Davidson County",37115,US,"TIGER/Line® dataset from the US Census Bureau"
254,"5763 Nolensville Pike",,,TN,35.925201,-86.675349,0.33,place,,,,,Nolensville,TN,"Williamson County",37135,US,"TIGER/Line® dataset from the US Census Bureau"
255,"956 Robertson Academy Rd",NASHVILLE,37220.0,TN,36.083935,-86.788925,1,range_interpolation,956,"Robertson Academy Rd",,,Nashville,TN,"Davidson County",37220,US,"TIGER/Line® dataset from the US Census Bureau"
256,,NASHVILLE,37203.0,TN,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
257,"1118 Gallatin Pike N",MADISON,37115.0,TN,36.279622,-86.708392,1,rooftop,1118,"Gallatin Pike N",,,Madison,TN,"Davidson County",37115,US,"City of Nashville"
258,"1461 Woodfield Dr",NASHVILLE,37211.0,TN,36.020986,-86.718273,1,range_interpolation,1461,"Woodfield Dr",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
259,"3466 Lebanon Pike",HERMITAGE,37076.0,TN,36.191762,-86.625345,1,rooftop,3466,"Lebanon Pike",,,Hermitage,TN,"Davidson County",37076,US,"City of Nashville"
260,"1825 Old Murfreesboro Pike",NASHVILLE,37217.0,TN,36.101159,-86.660765,1,range_interpolation,1825,"Old Murfreesboro Pike",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
261,"539 Paragon Mills Rd",NASHVILLE,37211.0,TN,36.08555,-86.727128,1,range_interpolation,539,"Paragon Mills Rd",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
262,"3056 Dickerson Pike",NASHVILLE,37207.0,TN,36.229207,-86.759697,1,rooftop,3056,"Dickerson Pike",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
